ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
TTC16,2,2,3,1,2,7,1,3
TTC17,2150,1825,2627,1423,3038,3090,2171,2147
TTC19,399,370,437,331,454,552,372,379
TTC21A,103,91,110,53,101,97,92,113
TTC21B,360,388,409,291,472,612,372,429
TTC21B-AS1,2,2,3,0,3,2,0,2
TTC22,0,0,0,0,0,0,0,0
TTC23,390,306,574,305,553,546,421,400
TTC23L,10,5,11,10,16,20,8,11
TTC23L-AS1,1,3,2,7,11,5,10,2
TTC24,0,0,0,0,0,0,0,0
TTC26,197,119,185,125,197,322,185,207
TTC27,245,209,285,194,324,405,297,254
TTC28,2349,1321,2381,711,2730,1891,1938,1167
TTC28-AS1,125,83,124,68,165,148,97,105
TTC29,0,0,1,0,1,0,0,1
TTC3,7498,3833,9250,3883,8797,7782,7752,5364
TTC3-AS1,0,0,2,0,1,3,2,1
TTC30A,209,106,278,74,208,235,169,135
TTC30B,130,69,158,74,148,117,119,69
TTC31,410,321,467,229,456,535,297,293
TTC32,79,96,66,72,54,78,57,84
TTC32-DT,0,1,4,1,1,0,0,1
TTC33,195,155,216,126,209,215,173,161
TTC34,11,3,14,3,15,9,5,1
TTC36,4,3,2,1,1,2,3,0
TTC37,2824,2571,3367,2122,3694,4036,2423,2693
TTC38,421,518,442,296,746,1155,326,407
TTC39A,4,8,16,6,19,12,8,3
TTC39A-AS1,0,0,0,0,0,0,0,0
TTC39B,379,312,325,217,420,431,402,325
TTC39C,446,594,525,575,514,1017,395,698
TTC39C-AS1,8,18,5,7,5,13,4,17
TTC39CP1,0,0,0,0,0,0,0,0
TTC39DP,0,0,0,0,1,0,1,0
TTC3P1,326,193,298,126,543,487,327,291
TTC4,15,13,12,8,16,19,15,9
TTC41P,22,16,8,6,8,24,8,12
TTC4P1,0,0,0,0,0,1,0,0
TTC5,237,159,269,138,328,344,211,212
TTC6,3,1,4,0,3,0,0,0
TTC7A,943,746,1282,674,903,1139,956,956
TTC7B,401,342,480,266,526,498,372,405
TTC8,752,481,989,363,1065,857,858,571
TTC9,2,1,6,2,6,7,4,6
TTC9B,1,4,0,1,0,0,0,0
TTC9C,349,320,454,277,411,511,316,358
TTF1,259,210,338,187,353,399,275,259
TTF2,336,250,265,118,337,372,327,250
TTI1,399,285,449,220,450,541,330,306
TTI2,128,144,138,70,158,161,110,96
TTK,27,24,27,6,16,16,18,9
TTL,1290,1154,1447,955,1365,1677,1207,1338
TTLL1,257,145,279,125,273,278,176,178
TTLL1-AS1,10,9,7,4,3,9,6,5
TTLL10,0,0,0,0,0,0,0,0
TTLL10-AS1,0,0,0,0,0,0,0,0
TTLL11,143,119,156,56,121,102,127,103
TTLL11-IT1,0,0,0,1,1,0,0,1
TTLL12,620,913,412,337,479,821,429,579
TTLL13P,0,1,0,1,1,0,3,1
TTLL2,0,0,0,0,0,0,0,0
TTLL3,794,684,1084,530,922,829,793,785
TTLL4,230,185,206,134,280,406,235,208
TTLL5,426,388,542,337,568,633,360,445
TTLL6,10,6,7,13,2,12,2,5
TTLL7,570,498,594,282,556,604,475,379
TTLL7-IT1,2,1,0,0,0,1,0,1
TTLL8,0,0,0,0,0,0,0,0
TTLL9,3,3,5,0,6,7,2,4
TTN,331,263,375,161,235,411,290,332
TTN-AS1,40,33,40,19,25,34,36,31
TTPA,8,7,3,5,0,7,2,7
TTPAL,809,791,960,685,891,1424,741,785
TTR,0,0,0,0,0,0,0,0
TTTY1,0,0,0,0,0,0,0,0
TTTY10,1,3,4,4,2,7,0,0
TTTY11,0,0,0,0,0,0,0,0
TTTY12,0,0,0,0,0,0,0,0
TTTY13,0,0,0,0,0,0,0,0
TTTY14,33,20,35,19,36,31,0,0
TTTY17A,0,0,0,0,0,0,0,0
TTTY17B,0,0,0,0,0,0,0,0
TTTY17C,0,0,0,0,0,0,0,0
TTTY18,0,0,0,0,0,0,0,0
TTTY19,0,0,0,0,0,0,0,0
TTTY1B,0,0,0,0,0,0,0,0
TTTY2,0,0,0,0,0,0,0,0
TTTY20,0,0,0,0,0,0,0,0
TTTY21,0,0,0,0,0,0,0,0
TTTY21B,0,0,0,0,0,0,0,0
TTTY22,0,0,0,0,0,0,0,0
TTTY23,0,0,0,0,0,0,0,0
TTTY23B,0,0,0,0,0,0,0,0
TTTY25P,0,0,0,0,0,0,0,0
TTTY2B,0,0,0,0,0,0,0,0
TTTY3,0,0,0,0,0,0,0,0
TTTY4,0,0,0,0,0,0,0,0
TTTY4B,0,0,0,0,0,0,0,0
TTTY4C,0,0,0,0,0,0,0,0
TTTY5,0,0,0,0,0,0,0,0
TTTY6,0,0,0,0,0,0,0,0
TTTY6B,0,0,0,0,0,0,0,0
TTTY7,0,0,0,0,0,0,0,0
TTTY7B,0,0,0,0,0,0,0,0
TTTY8,0,0,0,0,0,0,0,0
TTTY8B,0,0,0,0,0,0,0,0
TTTY9B,0,0,0,0,0,0,0,0
TTYH1,6,16,6,6,5,7,5,3
TTYH2,99,65,79,22,60,39,46,37
TTYH3,3090,1421,2489,781,3786,3201,2506,1508
TUB,758,512,805,327,944,913,865,632
TUB-AS1,0,0,0,0,0,0,0,0
TUBA1A,16658,6291,16402,3253,14098,9584,8952,3668
TUBA1B,2490,1012,2164,571,1526,1869,1350,674
TUBA1C,4454,1975,4704,1180,3645,3654,2675,1330
TUBA3C,1,0,0,0,1,0,0,0
TUBA3D,10,5,2,4,11,3,9,7
TUBA3E,1,2,0,1,2,2,3,0
TUBA3FP,9,5,4,0,10,1,9,3
TUBA3GP,0,0,0,0,0,0,0,0
TUBA4A,382,106,349,61,445,212,293,98
TUBA4B,7,5,2,2,5,2,9,3
TUBA5P,2,1,2,2,0,1,0,1
TUBA8,0,0,3,1,2,4,0,0
TUBAL3,0,0,0,0,0,0,0,0
TUBAP1,0,0,0,0,0,0,0,0
TUBAP10,0,0,0,0,0,0,0,0
TUBAP11,0,0,2,1,0,2,3,1
TUBAP12,1,1,3,3,3,1,0,4
TUBAP13,0,0,0,0,0,0,0,0
TUBAP14,0,0,0,0,0,0,0,2
TUBAP15,0,0,0,0,0,0,0,0
TUBAP2,583,249,451,113,337,343,273,132
TUBAP4,0,0,0,0,0,0,0,0
TUBAP7,0,0,0,0,0,0,0,0
TUBAP8,0,0,0,0,0,0,0,0
TUBAP9,0,0,1,0,0,0,0,0
TUBB,0,0,0,0,0,0,0,0
TUBB1,2,4,3,2,21,28,1,1
TUBB1P1,0,0,0,0,0,0,0,0
TUBB1P2,0,0,0,0,0,0,0,0
TUBB2A,486,601,673,233,566,911,311,292
TUBB2B,291,347,427,138,369,556,194,160
TUBB2BP1,26,38,47,15,40,64,11,17
TUBB3,18,12,25,6,17,15,15,8
TUBB3P1,0,0,0,0,0,0,0,0
TUBB3P2,0,0,0,0,0,0,0,0
TUBB4A,4,6,8,1,5,5,1,3
TUBB4AP1,0,0,0,0,0,0,0,0
TUBB4B,2472,1879,2906,844,2254,3790,1231,1080
TUBB4BP1,0,0,0,0,0,0,0,0
TUBB4BP2,0,0,0,0,0,0,1,0
TUBB4BP3,0,0,0,0,0,0,0,0
TUBB4BP4,0,0,0,0,0,0,0,0
TUBB4BP5,0,0,0,0,0,0,0,0
TUBB4BP6,0,0,0,0,0,0,0,0
TUBB4BP7,0,0,0,0,0,0,0,0
TUBB4BP8,0,0,0,0,0,0,0,0
TUBB6,3077,3181,3273,1446,3013,7059,1945,2057
TUBB7P,1,0,0,0,1,1,0,0
TUBB8,0,0,0,0,0,0,0,0
TUBB8B,2,0,0,0,1,0,0,0
TUBB8P1,0,0,2,0,1,3,4,2
TUBB8P10,0,0,0,0,0,0,0,0
TUBB8P11,0,1,0,0,0,0,0,0
TUBB8P2,1,2,2,0,4,2,1,1
TUBB8P3,0,0,0,0,0,0,0,0
TUBB8P4,0,0,0,0,0,0,0,0
TUBB8P5,0,0,0,0,0,0,0,0
TUBB8P6,0,0,0,1,0,0,0,0
TUBB8P7,1,0,0,0,1,0,0,0
TUBB8P8,1,0,0,0,1,0,0,0
TUBB8P9,0,0,0,0,0,0,0,0
TUBBP1,603,218,522,100,448,331,266,121
TUBBP10,0,0,0,0,0,0,0,0
TUBBP11,0,0,0,0,0,0,0,0
TUBBP2,16,5,12,0,8,9,8,2
TUBBP3,0,0,0,0,0,0,0,0
TUBBP5,1,0,0,0,0,0,0,0
TUBBP6,2,0,1,0,0,0,0,0
TUBBP8,0,0,0,0,0,0,0,0
TUBBP9,0,0,0,0,0,0,0,0
TUBD1,52,43,54,36,53,74,54,38
TUBE1,279,160,405,132,402,288,329,207
TUBG1,558,461,589,205,627,695,330,279
TUBG1P,2,0,1,2,3,2,2,0
TUBG2,518,429,674,337,638,711,463,419
TUBGCP2,1328,1171,1425,757,1510,1817,1016,1073
TUBGCP3,549,463,563,319,565,650,505,445
TUBGCP4,603,500,593,304,694,734,585,465
TUBGCP6,1209,1262,1216,760,1072,1585,897,1218
TUFM,2015,1995,2017,1145,2105,2484,1289,1498
TUFMP1,0,1,0,0,0,0,0,0
TUFT1,126,95,523,168,240,251,194,199
TUG1,3079,2259,4083,2188,4758,5349,3263,3241
TULP1,0,2,8,5,1,6,2,3
TULP2,12,16,8,5,10,17,7,9
TULP3,1351,1218,1651,1012,1820,1827,1314,1470
TULP3P1,0,0,0,0,0,0,0,0
TULP4,580,378,622,270,749,709,594,404
TUNAR,0,0,0,0,0,0,0,0
TUSC1,200,189,206,122,189,245,178,169
TUSC2,351,338,351,249,337,520,275,332
TUSC3,1550,1082,1645,911,1405,1406,1658,1455
TUSC7,0,1,2,0,0,0,1,0
TUSC8,0,0,0,1,0,0,0,0
TUT1,103,94,167,81,115,140,100,104
TUT4,863,605,1115,491,1262,1160,879,683
TUT7,819,1341,1050,1553,1236,2745,922,2246
TVP23A,9,4,5,1,3,1,2,2
TVP23B,612,553,869,665,828,1074,477,581
TVP23BP1,0,0,0,0,0,0,0,0
TVP23BP2,0,0,0,0,0,0,0,0
TVP23C,162,115,165,104,171,199,143,133
TVP23C-CDRT4,0,0,0,0,0,0,0,0
TVP23CP1,0,0,0,1,0,0,0,0
TVP23CP2,0,0,0,0,0,0,0,1
TWF1,2777,2460,3464,1863,3683,4450,2468,2502
TWF1P1,396,329,438,214,462,645,318,351
TWF1P2,0,0,1,0,4,1,0,3
TWF2,273,258,184,113,144,236,156,144
TWIST1,519,414,519,272,491,437,385,374
TWIST2,1471,2538,1883,1313,2075,3951,1342,2512
TWNK,107,124,128,71,151,247,114,130
TWSG1,12170,9178,8712,5970,13259,17082,9069,9685
TWSG1-DT,47,33,36,14,56,42,31,21
TXK,3,0,3,4,0,0,6,1
TXLNA,3050,3554,3999,2870,4399,7193,2854,3946
TXLNB,303,119,179,66,381,155,213,218
TXLNG,474,508,527,346,675,583,668,652
TXLNGY,676,632,833,417,1089,1143,0,0
TXN,2908,2904,3444,1947,3675,3564,2054,2344
TXN2,1209,1142,1398,729,1268,1404,1055,1010
TXN2P1,0,0,1,0,1,0,1,0
TXNDC11,585,689,733,607,598,1103,537,803
TXNDC12,1002,928,1171,811,1274,1677,986,1124
TXNDC12-AS1,0,0,1,0,1,0,0,0
TXNDC15,1081,1153,1229,833,1353,1973,1179,1355
TXNDC16,205,228,275,246,262,334,267,377
TXNDC17,323,354,324,217,313,502,222,259
TXNDC2,2,6,2,0,0,10,0,0
TXNDC5,23,6,8,9,14,27,25,14
TXNDC8,1,1,0,0,1,0,0,0
TXNDC9,350,362,407,300,365,544,288,322
TXNIP,0,0,0,0,0,0,0,0
TXNL1,1418,1021,1592,809,1580,1435,1233,1100
TXNL1P1,0,0,0,0,0,0,0,0
TXNL4A,429,363,505,310,449,713,354,382
TXNL4AP1,0,0,0,0,0,0,0,0
TXNL4B,154,121,164,104,141,167,114,159
TXNP1,0,0,1,0,2,0,0,0
TXNP2,0,0,0,0,0,0,0,0
TXNP3,0,0,0,0,0,0,0,0
TXNP4,0,0,4,2,3,6,4,3
TXNP5,0,0,0,0,0,1,0,0
TXNP6,5,4,3,0,5,13,3,2
TXNP7,0,0,0,0,0,0,0,0
TXNRD1,12014,25511,13516,29307,13493,32327,10797,37956
TXNRD2,283,281,381,225,373,570,231,288
TXNRD3,163,133,184,85,172,214,146,123
TYK2,1204,1065,1134,560,1311,1874,863,976
TYMP,110,280,87,82,114,309,56,154
TYMS,279,149,180,37,243,172,157,75
TYMSOS,26,12,11,1,13,8,11,9
TYMSP1,0,0,0,0,0,0,0,0
TYMSP2,0,0,0,0,0,0,0,0
TYR,0,0,0,0,0,0,0,0
TYRL,0,0,0,0,0,0,0,0
TYRO3,546,312,492,242,554,464,587,415
TYRO3P,2,0,1,0,0,2,2,0
TYROBP,0,1,4,3,0,0,3,2
TYRP1,0,1,0,0,0,0,0,0
TYSND1,300,341,231,204,266,401,250,308
TYW1,328,336,465,272,481,554,326,335
TYW3,404,370,601,363,644,756,392,439
TYW5,171,128,213,97,230,221,157,132
U2AF1,1017,1089,943,590,1065,1381,798,839
U2AF1L4,21,20,52,10,33,28,37,29
U2AF2,2283,1695,2440,1004,2493,2921,1839,1634
U2SURP,1675,1349,2063,1038,2039,2600,1610,1573
UACA,2657,1512,3854,1912,4430,3707,2962,2176
UAP1,1201,1715,1598,1353,1432,2402,1133,2056
UAP1L1,977,885,618,299,781,696,716,511
UBA1,6833,5984,6876,3883,6897,8503,5624,6181
UBA2,1507,1512,1597,1333,1869,2335,1494,2013
UBA3,921,982,980,758,1083,1470,708,942
UBA5,846,634,927,453,1002,1109,772,502
UBA52,8129,7638,7999,4033,7917,8574,5571,5351
UBA52P3,0,0,0,0,0,0,1,0
UBA52P5,2,2,3,0,2,3,2,2
UBA52P6,2,0,3,1,6,9,4,1
UBA52P7,0,0,0,0,0,0,0,0
UBA52P8,1,2,0,0,3,1,1,2
UBA52P9,0,0,0,0,0,0,0,0
UBA6,957,629,1067,586,1170,1269,905,717
UBA6-AS1,78,55,92,43,95,116,84,75
UBA7,1027,680,1196,446,800,756,746,586
UBAC1,532,485,537,283,586,646,435,472
UBAC2,1122,1158,1607,924,1549,1925,1079,1201
UBAC2-AS1,13,8,18,4,13,16,15,6
UBALD1,307,426,292,229,283,516,218,385
UBALD2,278,492,261,322,381,480,232,598
UBAP1,1055,1037,1350,797,1493,1561,962,1078
UBAP1L,42,47,55,30,53,31,41,30
UBAP2,623,634,972,455,996,1122,630,767
UBAP2L,3847,3711,4404,2619,4757,6413,3226,3859
UBASH3A,0,0,0,0,0,0,0,0
UBASH3B,294,454,285,267,339,1253,215,452
UBB,3204,2112,3361,1576,3407,3169,2735,1945
UBBP1,9,9,5,1,6,7,6,7
UBBP2,0,0,0,0,0,0,0,1
UBBP3,0,0,0,0,0,0,0,0
UBBP4,442,334,516,200,597,466,384,305
UBBP5,0,0,0,0,0,0,0,0
UBC,76167,85370,87699,70700,106280,124105,80512,95539
UBD,0,0,0,0,0,0,0,0
UBDP1,0,0,0,0,0,0,0,0
UBE2A,1367,1267,1610,1103,1876,2400,1230,1351
UBE2B,1377,1307,1255,1143,1300,1705,1172,1460
UBE2C,20,23,11,8,10,9,7,15
UBE2CP1,1,0,4,1,8,7,2,1
UBE2CP2,7,1,4,6,6,9,4,5
UBE2CP3,0,0,0,0,1,0,0,0
UBE2CP4,0,0,0,0,0,0,0,0
UBE2D1,615,528,554,408,611,762,522,606
UBE2D2,1114,1090,1111,986,1193,1608,1021,1195
UBE2D3,5247,5174,5947,4004,6336,7395,4866,5546
UBE2D3-AS1,23,22,14,18,23,29,19,18
UBE2D3P1,47,41,53,43,83,94,50,52
UBE2D3P2,1,3,4,1,7,3,1,2
UBE2D3P3,7,5,7,7,5,3,6,8
UBE2D3P4,0,0,0,0,0,0,0,0
UBE2D4,156,83,184,138,158,167,173,147
UBE2DNL,0,0,0,0,0,0,0,0
UBE2E1,1719,1155,1914,930,2084,2095,1399,1336
UBE2E1-AS1,1,0,1,1,3,0,2,1
UBE2E2,663,469,1059,685,836,886,703,666
UBE2E2-AS1,1,0,0,0,0,1,0,1
UBE2E3,1789,1273,1702,910,1999,1781,1615,1152
UBE2E4P,234,184,278,140,317,265,216,155
UBE2F,157,164,235,139,206,263,184,180
UBE2F-SCLY,1,0,1,1,0,2,1,1
UBE2FP1,2,15,2,12,6,13,3,16
UBE2FP2,0,0,0,0,0,0,0,1
UBE2FP3,8,7,14,6,10,19,11,9
UBE2G1,880,822,997,665,1118,1237,903,826
UBE2G2,1430,1405,1713,1024,1939,2505,1245,1332
UBE2H,5288,4971,7028,4431,7924,8881,5704,6708
UBE2HP1,0,0,0,0,0,0,1,0
UBE2I,1714,1486,1525,960,1597,2178,1506,1617
UBE2J1,1244,1415,1372,1109,1339,2169,1168,1566
UBE2J2,626,617,693,385,701,851,564,573
UBE2K,1051,1085,957,780,958,1419,768,930
UBE2L2,0,0,0,0,0,0,0,0
UBE2L3,1573,1637,1939,1148,1971,2501,1356,1601
UBE2L4,6,5,4,7,21,15,12,13
UBE2L5,3,6,1,5,7,6,1,1
UBE2L6,1395,1426,1588,985,1566,1444,1187,1197
UBE2M,675,685,690,413,762,933,520,544
UBE2MP1,9,12,14,8,18,16,4,11
UBE2N,934,923,929,625,937,1506,656,866
UBE2NP1,3,0,1,2,4,9,0,1
UBE2O,497,504,480,313,612,845,430,523
UBE2Q1,1025,1013,1274,781,1266,1572,946,1013
UBE2Q1-AS1,4,4,3,3,1,4,4,4
UBE2Q2,1173,1089,1182,883,1338,1731,1000,1171
UBE2Q2L,23,10,20,6,16,23,14,28
UBE2Q2P1,99,83,126,73,131,118,98,105
UBE2Q2P10,0,0,0,0,0,0,0,0
UBE2Q2P11,2,3,2,1,1,6,2,3
UBE2Q2P12,2,0,2,0,2,3,0,0
UBE2Q2P2,39,32,38,14,37,36,29,11
UBE2Q2P4Y,0,0,0,0,0,0,0,0
UBE2Q2P5Y,0,0,0,0,0,0,0,0
UBE2Q2P8,0,0,0,0,0,0,0,0
UBE2Q2P9,0,0,0,0,0,0,0,0
UBE2QL1,0,0,0,0,0,0,1,0
UBE2R2,1610,1341,1786,1219,2096,2265,1633,1760
UBE2R2-AS1,1,0,0,0,1,1,0,0
UBE2S,270,284,284,148,290,394,187,281
UBE2SP1,94,93,94,55,105,130,62,98
UBE2SP2,32,30,37,20,32,63,26,41
UBE2T,60,51,64,30,58,45,45,37
UBE2U,0,0,0,0,0,0,0,0
UBE2V1,30,30,31,18,34,30,25,32
UBE2V1P1,1,0,2,1,1,2,0,0
UBE2V1P10,0,0,0,0,0,0,0,0
UBE2V1P11,0,0,0,0,0,0,1,0
UBE2V1P12,0,0,0,0,0,0,0,0
UBE2V1P13,0,0,0,0,0,0,0,0
UBE2V1P14,0,0,0,0,0,0,0,0
UBE2V1P15,0,0,0,0,0,0,0,0
UBE2V1P16,0,0,0,0,0,0,0,0
UBE2V1P2,40,32,18,19,23,41,14,25
UBE2V1P3,0,0,0,0,0,0,1,0
UBE2V1P4,0,0,0,0,0,0,0,0
UBE2V1P5,0,0,0,0,0,0,0,0
UBE2V1P6,0,0,0,0,0,0,0,0
UBE2V1P7,0,0,0,0,0,0,0,0
UBE2V1P8,0,0,0,0,0,0,0,0
UBE2V1P9,0,0,0,0,0,0,1,0
UBE2V2,731,673,759,559,926,1177,661,670
UBE2V2P1,0,0,0,0,0,0,0,0
UBE2V2P2,0,0,0,0,0,0,0,0
UBE2V2P3,0,1,0,0,2,0,0,0
UBE2V2P4,0,0,0,0,0,1,0,0
UBE2W,303,322,373,354,366,518,296,418
UBE2WP1,0,0,0,0,0,0,0,0
UBE2Z,3046,2890,3332,2136,3520,4352,2639,2777
UBE3A,1242,1182,1433,914,1697,2038,1259,1338
UBE3AP2,2,1,3,2,4,5,5,2
UBE3B,1608,1357,1959,1131,1839,2482,1294,1630
UBE3C,2019,2042,2213,1518,2429,3246,1742,2027
UBE3D,68,48,59,18,46,30,38,20
UBE4A,1107,970,1397,736,1312,1572,1064,1185
UBE4B,2383,1695,2681,1590,2766,3055,2049,2634
UBFD1,2599,1812,2554,1218,2587,2934,1842,1507
UBFD1P1,0,0,0,0,0,0,0,0
UBIAD1,218,256,233,252,269,465,207,400
UBL3,1097,847,1203,820,1256,1201,1178,1286
UBL4A,621,628,640,432,602,763,486,556
UBL4B,1,1,2,0,0,2,1,6
UBL5,1269,1254,1235,885,1169,1734,944,1110
UBL5P1,0,0,0,0,0,0,0,0
UBL5P2,3,1,0,1,1,1,0,0
UBL5P3,0,0,0,0,0,0,0,0
UBL5P4,0,0,0,0,0,0,0,0
UBL7,704,725,851,506,893,1061,610,746
UBL7-AS1,26,11,21,9,17,19,15,12
UBLCP1,726,787,696,558,821,1116,634,711
UBN1,1394,1411,1299,952,1546,1724,1114,1333
UBN2,604,495,740,398,729,751,591,580
UBOX5,207,182,254,121,205,238,180,169
UBOX5-AS1,1,3,5,1,1,2,2,3
UBP1,1262,1334,1385,987,1492,1972,1111,1250
UBQLN1,1940,1901,2470,1646,2376,3376,1764,2209
UBQLN1P1,0,0,0,0,0,0,0,0
UBQLN2,1158,992,1378,770,1471,1517,1085,1001
UBQLN3,0,0,0,0,0,0,0,0
UBQLN4,605,513,688,387,887,733,650,574
UBQLN4P1,86,55,75,40,99,84,69,77
UBQLN4P2,0,0,0,0,0,0,0,0
UBQLNL,12,10,11,9,14,16,6,8
UBR1,799,748,1076,576,1049,1351,833,889
UBR2,1304,1128,1550,964,1454,1871,1171,1466
UBR3,1010,1006,1252,949,1274,1759,987,1224
UBR4,8598,6382,9103,4206,10071,10015,7790,8735
UBR5,3730,3244,4101,2502,4713,5964,3516,3993
UBR5-AS1,30,38,53,32,44,63,33,60
UBR7,572,525,684,380,562,518,571,518
UBTD1,425,399,403,208,476,479,360,392
UBTD2,753,610,879,474,911,891,713,668
UBTF,2239,2042,2582,1356,2927,2920,2005,1818
UBTFL1,0,0,0,0,0,0,0,0
UBTFL10,0,0,0,0,0,0,0,0
UBTFL11,0,0,0,0,0,0,0,0
UBTFL2,0,0,0,0,0,0,0,0
UBTFL3,0,0,0,0,0,0,0,0
UBTFL5,0,0,0,0,0,0,0,0
UBTFL6,0,0,0,0,0,0,0,0
UBTFL7,0,0,0,0,0,0,0,0
UBTFL8,0,0,0,0,0,0,0,0
UBTFL9,0,0,0,0,0,0,0,0
UBXN1,1730,1734,1743,989,1908,2111,1274,1438
UBXN10,2,2,21,6,0,2,14,5
UBXN11,186,139,288,101,196,185,190,147
UBXN2A,503,596,617,493,783,944,615,764
UBXN2B,449,311,637,279,502,603,531,408
UBXN4,3133,2596,3379,1973,3875,4239,2938,2913
UBXN6,2621,2376,2879,1659,2747,3530,2085,2493
UBXN7,1598,1224,1734,1130,1857,2099,1517,1658
UBXN7-AS1,1,1,2,4,1,3,4,3
UBXN8,173,160,184,122,159,224,142,134
UCA1,1,0,1,0,0,0,0,0
UCHL1,5921,4898,6105,3137,6248,6468,2550,2364
UCHL1-AS1,0,0,0,0,1,0,0,0
UCHL3,19,28,40,6,37,41,19,26
UCHL5,313,286,352,217,344,501,278,259
UCK1,634,583,632,379,701,761,549,661
UCK2,692,732,825,537,868,1733,615,633
UCKL1,448,463,449,242,478,587,332,420
UCMA,0,0,0,0,0,0,0,0
UCN,16,17,15,7,10,9,11,12
UCN2,8,19,10,5,11,21,5,16
UCN3,0,0,0,0,0,0,0,0
UCP1,0,0,0,0,1,0,0,0
UCP2,40,18,73,39,44,99,35,26
UCP3,11,14,9,10,13,12,7,11
UEVLD,655,644,739,533,745,1114,634,669
UFC1,763,692,958,547,907,1053,676,691
UFD1,652,688,585,397,544,707,441,460
UFL1,930,699,995,619,1123,1124,870,837
UFL1-AS1,0,0,0,0,1,0,0,0
UFM1,1826,1635,2079,1324,2372,3057,1668,1715
UFM1P1,0,0,0,0,0,0,0,0
UFM1P2,8,3,0,2,5,3,3,8
UFM1P3,0,0,0,0,0,0,0,0
UFSP1,13,17,11,8,10,24,10,19
UFSP2,390,260,450,178,429,349,362,253
UGCG,1095,1373,1746,1238,1975,4899,826,1199
UGDH,1476,1819,2065,1492,1966,2855,1158,1711
UGDH-AS1,33,16,49,27,64,94,37,43
UGGT1,2837,2305,3578,1709,2866,4064,2479,2255
UGGT2,847,781,994,702,1112,1288,646,843
UGP2,2182,4163,2876,2958,2321,4690,2296,4123
UGT1A1,0,0,0,0,0,0,0,0
UGT1A10,0,0,0,0,0,0,0,0
UGT1A11P,0,0,0,0,0,0,0,0
UGT1A12P,0,0,0,0,0,0,0,0
UGT1A13P,0,0,0,0,0,0,0,0
UGT1A2P,0,0,0,0,0,0,0,0
UGT1A4,0,0,0,0,0,0,0,0
UGT1A6,0,0,0,0,0,0,0,0
UGT1A7,0,0,0,0,0,0,0,0
UGT1A8,0,0,0,0,0,0,0,0
UGT1A9,0,0,0,0,0,0,0,0
UGT2A1,0,0,0,0,0,0,0,0
UGT2A2,0,0,0,0,0,0,0,0
UGT2A3,0,0,0,0,0,0,0,0
UGT2A3P7,0,0,0,0,0,0,0,0
UGT2B10,0,0,0,0,0,0,0,0
UGT2B11,0,0,0,0,0,0,0,0
UGT2B15,0,0,0,0,0,0,0,0
UGT2B17,0,0,0,0,0,0,0,0
UGT2B24P,0,0,0,0,0,0,0,0
UGT2B25P,0,0,0,0,0,0,0,0
UGT2B26P,0,0,0,0,0,0,0,0
UGT2B27P,0,0,0,0,0,0,0,0
UGT2B28,0,0,0,0,0,0,0,0
UGT2B29P,0,0,0,0,0,0,0,0
UGT2B4,0,0,0,0,0,0,0,0
UGT2B7,2,0,0,2,0,3,1,0
UGT3A1,0,0,0,0,0,0,0,0
UGT3A2,0,0,0,1,0,0,0,0
UGT8,1,2,0,0,0,3,1,0
UHMK1,2485,3164,2824,2497,2755,4952,1908,3564
UHRF1BP1,402,303,429,223,481,504,322,341
UHRF1BP1L,764,594,818,464,890,880,662,666
UHRF2,1303,980,1256,759,1512,1483,1121,1156
UHRF2P1,1,2,0,0,0,1,0,0
UICLM,0,0,1,0,0,0,1,0
UIMC1,468,459,490,250,522,561,368,439
ULBP1,24,17,74,32,50,56,37,29
ULBP2,12,15,28,11,26,20,18,12
ULBP3,45,15,68,21,38,51,59,38
ULK1,1276,1160,1534,869,1725,1420,1209,1521
ULK2,842,1674,1152,1592,1048,1919,952,2685
ULK3,355,448,274,213,336,469,294,350
ULK4,111,127,130,90,76,85,60,49
ULK4P1,16,16,15,17,1,2,8,11
ULK4P2,36,39,50,36,5,5,18,25
ULK4P3,29,31,44,33,4,4,10,20
UMAD1,268,208,354,169,292,306,255,255
UMLILO,0,0,0,0,0,0,0,0
UMOD,0,0,0,0,0,0,0,0
UMODL1,0,0,0,0,0,0,0,0
UMODL1-AS1,0,0,0,0,0,0,0,0
UMPS,285,261,315,172,297,376,260,229
UNC119,456,363,509,178,592,670,410,338
UNC119B,1222,1393,1678,1273,1396,2029,1475,1914
UNC13A,1,0,0,1,2,5,2,3
UNC13B,1101,752,1522,776,1294,1431,1065,1154
UNC13C,0,1,0,0,0,0,0,0
UNC13D,33,54,45,38,42,27,19,40
UNC45A,1792,1667,1783,1036,1705,2110,1187,1578
UNC45B,0,0,0,0,0,0,0,0
UNC50,656,658,757,474,674,821,496,617
UNC5A,0,1,0,1,0,0,0,0
UNC5B,911,457,874,255,589,395,814,292
UNC5B-AS1,5,4,3,2,4,5,8,11
UNC5C,10,9,13,3,13,6,45,31
UNC5C-AS1,1,0,0,0,1,1,2,0
UNC5CL,2,4,5,3,3,2,5,6
UNC5D,0,0,0,0,0,0,0,0
UNC79,8,15,16,9,26,15,20,11
UNC80,0,0,6,2,1,0,1,1
UNC93A,0,0,0,0,0,0,0,0
UNC93B1,260,355,277,252,356,688,215,372
UNC93B2,1,1,4,3,7,10,3,4
